Track Name,Artist Names,Album Name,Album Artist Names,Album Release Date,Disc Number,Track Number,Track Duration ms,Explicit,Popularity,ISRC,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
Livin' Thing,Electric Light Orchestra,A New World Record,Electric Light Orchestra,9/1/76,1,6,212306,FALSE,74,USSM17800853,"album rock,art rock,beatlesque,classic rock,glam rock,mellow gold,rock,soft rock,symphonic rock",0.549,0.651,0,-7.097,1,0.0323,0.583,0,0.121,0.368,122.818,4,,Epic/Legacy,"P (P) 1976 Epic Records, a division of Sony Music Entertainment"
Roar,Katy Perry,PRISM (Deluxe),Katy Perry,1/1/13,1,1,223546,FALSE,0,USUM71308669,pop,0.56,0.756,7,-4.817,0,0.0415,0.00635,0.0000129,0.55,0.404,179.771,4,,Universal Music Group,"C © 2013 Capitol Records, LLC, P ℗ 2013 Capitol Records, LLC"
A Pub With No Beer - 1979 Version,Slim Dusty,No. 50 - The Golden Anniversary Album,Slim Dusty,1/1/81,1,3,180906,FALSE,47,AUEM07900020,"australian country,bush ballad",0.58,0.376,1,-13.097,1,0.0892,0.535,0,0.0635,0.723,166.486,3,,Slim Dusty Enterprises,"C © 2006 EMI Recorded Music Australia Pty Ltd., P This Compilation ℗ 1981 EMI Recorded Music Australia Pty Ltd."
Waiting for Superman,Daughtry,Baptized (Deluxe Version),Daughtry,11/15/13,1,2,266960,FALSE,62,GBCTA1300101,"alternative metal,neo mellow,pop rock,post-grunge",0.555,0.682,0,-5.711,1,0.0269,0.0029,0,0.0662,0.383,105.987,4,,RCA Records Label,"P (P) 2013 19 Recordings Ltd. under exclusive license to RCA Records, a division of Sony Music Entertainment"
Passerby,Grinspoon,Passerby,Grinspoon,1/1/12,1,1,214040,FALSE,18,AUUM71200824,"australian alternative rock,australian psych,australian rock",0.638,0.828,2,-4.408,1,0.107,0.00153,0,0.105,0.408,117.007,4,,Universal Music Australia (Distribution),"C © 2012 Grinspoon, P ℗ 2012 Grinspoon"
The Brick Track Versus Gitty Up - Rickidy Raw Hide Radio Mix,Salt-N-Pepa,The Best Of Salt-N-Pepa,Salt-N-Pepa,11/15/99,1,2,191066,FALSE,46,GBAMY9900038,"girl group,golden age hip hop,hip hop,hip pop,old school hip hop,queens hip hop",0.819,0.67,2,-8.509,1,0.0421,0.0404,0.00000118,0.0828,0.664,103.989,4,,Mercury Records,"C © 1999 UMG Recordings, Inc., P This Compilation ℗ 1999 UMG Recordings, Inc."
We've Got Tonight,"Lulu, Ronan Keating",10 Years Of Hits,Ronan Keating,1/1/04,1,7,217360,FALSE,31,GBF080201111,"british invasion,europop",0.606,0.28,6,-10.049,1,0.0301,0.506,0.0000136,0.0935,0.198,123.631,4,,Polydor Records,"C © 2004 Polydor Ltd. (UK), P ℗ 2004 Polydor Ltd. (UK)"
My Kind of Girl,Matt Monro,The Very Best Of Matt Monro,Matt Monro,1974,1,16,177600,FALSE,24,GBAYE6100028,"adult standards,easy listening",0.616,0.185,5,-14.1,1,0.0391,0.56,0,0.157,0.413,130.849,4,,Parlophone UK,"C © 1992 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1974 Parlophone Records Ltd, a Warner Music Group Company"
Decode - Twilight Soundtrack Version,Paramore,Decode,Paramore,1/16/09,1,1,261959,FALSE,54,USAT20804057,"candy pop,pixie,pop,pop emo,pop punk,rock",0.282,0.866,10,-4.223,0,0.0588,0.000705,0.0055,0.101,0.277,163.987,4,,Atlantic Records,"C © 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
Light It Up (feat. Nyla & Fuse ODG) - Remix,"Major Lazer, Nyla, Fuse ODG",Peace Is the Mission (Extended Edition),Major Lazer,11/27/15,1,10,166138,FALSE,59,QMUY41500182,"dance pop,edm,electro house,moombahton,pop,pop dance,afrobeats,azonto",0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,4,,WM Australia,"C © 2015 Third Pardee, LLC, P ℗ 2015 Third Pardee, LLC. Marketed and distributed by Warner Music Australia Pty. Limited under exclusive licence."
2step (feat. Budjerah),"Ed Sheeran, Budjerah",2step (feat. Budjerah),"Ed Sheeran, Budjerah",5/11/22,1,1,153426,FALSE,45,GBAHS2200613,"pop,singer-songwriter pop,uk pop,australian indigenous,australian r&b",0.727,0.621,4,-4.784,0,0.0555,0.212,0,0.114,0.565,94.958,4,,Atlantic Records UK,"C An Asylum Records UK release, a division of Atlantic Records UK, © 2022 Warner Music UK Limited, P An Asylum Records UK release, a division of Atlantic Records UK, ℗ 2022 Warner Music UK Limited"
Strong,London Grammar,If You Wait (Deluxe),London Grammar,1/1/13,1,6,274806,FALSE,55,GBCEN1300608,"metropopolis,nottingham indie",0.486,0.419,10,-10.465,1,0.0355,0.729,0.0000304,0.077,0.251,76.082,4,,Dew Process,"C © 2013 Metal & Dust Recordings Ltd, under exclusive license by Dew Process/Universal Music Australia Pty Ltd, P ℗ 2013 Metal & Dust Recordings Ltd, under exclusive license by Dew Process/Universal Music Australia Pty Ltd"
Beautiful Day,U2,U218 Singles (Deluxe Version),U2,1/1/06,1,1,245706,FALSE,0,GBAAN0000196,"irish rock,permanent wave,rock",0.541,0.914,2,-6.727,1,0.052,0.0225,0.000441,0.353,0.449,136.282,4,,Universal Music Group,"C © 2006 Universal-Island Records Ltd., P ℗ 2006 Universal-Island Records Ltd."
Get Down on It,Peter Andre,Natural,Peter Andre,1/1/96,1,10,286533,FALSE,24,GBAHS1400496,"europop,talent show",0.708,0.953,4,-6.538,0,0.0614,0.0741,0.00018,0.275,0.822,118.032,4,,WM Australia,"C © 1996 Melodian Records Pty Ltd, P ℗ 1996 Melodian Records Pty Ltd"
The Prayer,Anthony Callea,Anthony Callea,Anthony Callea,2005,1,1,255360,FALSE,36,AUBM00448803,australian pop,0.217,0.46,10,-5.133,1,0.0302,0.768,0.00000826,0.0847,0.109,138.822,4,,BMG Music,P (P) 2005 Sony Music Entertainment Australia Pty Ltd
Let Me Love You,Mario,Let Me Love You,Mario,9/21/04,1,1,256733,FALSE,77,USJAY0400348,"dance pop,r&b,southern hip hop,urban contemporary",0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,4,,J Records,"P (P) 2004 RCA Records, a division of Sony Music Entertainment"
Dance with Me Tonight,Olly Murs,In Case You Didn't Know,Olly Murs,11/28/11,1,3,202226,FALSE,73,GBARL1101197,"dance pop,pop,talent show",0.672,0.748,11,-5.922,0,0.0589,0.305,0,0.0811,0.964,163.984,4,,Epic,P (P) 2011 Sony Music Entertainment UK Limited
A Horse with No Name,"America, George Martin",America,America,1972,1,5,252239,FALSE,81,USWB19901792,"album rock,classic rock,folk rock,heartland rock,mellow gold,soft rock,beatlesque",0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4,,Warner Records,"C © 1987 Warner Records Inc., P ℗ 1972 Warner Records Inc."
Radioactive,Imagine Dragons,Night Visions (Deluxe),Imagine Dragons,9/4/12,1,1,186813,FALSE,0,USUM71201074,"modern rock,pop,rock",0.473,0.777,9,-3.698,1,0.059,0.119,0.0000787,0.671,0.21,136.249,4,,Universal Music Group,"C © 2013 KIDinaKORNER/Interscope Records, P ℗ 2013 KIDinaKORNER/Interscope Records"
Talkin' Bout a Revolution,Tracy Chapman,Tracy Chapman,Tracy Chapman,4/5/88,1,1,161600,FALSE,74,USEE10100547,"folk,lilith,singer-songwriter,women's music",0.561,0.732,7,-6.178,1,0.0281,0.329,0.000228,0.0755,0.671,118.975,4,,Elektra Records,"C © 1988 Elektra/Asylum Records for the United States and WEA International for the world outside of the United States., P ℗ 1988 Elektra/Asylum Records for the United States and WEA International for the world outside of the United States."
My Sweet Lord - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),George Harrison,11/27/70,1,2,281226,FALSE,23,GB77R1400026,"album rock,beatlesque,classic rock,folk rock,mellow gold,rock,singer-songwriter,soft rock",0.537,0.701,1,-8.913,0,0.0335,0.0972,0,0.0832,0.583,120.919,4,,UMC (Universal Music Catalogue),"C © 2014 G.H. Estate Limited under exclusive license to Calderstone Productions Limited (a division of Universal Music Group), P ℗ 2014 G.H. Estate Limited under exclusive license to Calderstone Productions Limited (a division of Universal Music Group)"
Forgotten Years - Remastered,Midnight Oil,20000 Watt RSL - The Midnight Oil Collection,Midnight Oil,1997,1,18,263653,FALSE,43,AUSM09700199,australian rock,0.549,0.907,11,-6.355,0,0.0582,0.036,0.0000179,0.107,0.664,152.253,4,,Columbia,P 1997 Sony Music Productions Pty. Ltd.
Nobody's Love,Maroon 5,Nobody's Love,Maroon 5,7/24/20,1,1,211253,FALSE,14,USUM72013111,pop,0.486,0.567,1,-6.456,1,0.0379,0.31,0,0.0949,0.154,93.68,4,,222 Records/Interscope Records,"C © 2020 Interscope Records (222 Records), P ℗ 2020 Interscope Records (222 Records)"
Love Grows (Where My Rosemary Goes) - Re-Recorded,Edison Lighthouse,One Hit Wonders (Re-Recorded Versions),Various Artists,8/1/08,1,47,153626,FALSE,41,USA560833573,,0.566,0.668,9,-10.345,1,0.0299,0.0064,0,0.228,0.639,117.724,4,,Silverphonic Records,"C (C) 2008 Goldenlane Records, P (P) 2008 Goldenlane Records"
Better Together,Jack Johnson,In Between Dreams,Jack Johnson,1/1/05,1,1,207680,FALSE,78,USMC60400027,neo mellow,0.871,0.346,5,-9.481,1,0.0522,0.298,0.00000924,0.108,0.659,110.054,4,,Jack Johnson,"C © 2005 Jack Johnson, P ℗ 2005 Jack Johnson"
Slow Down - Remastered 2009,The Beatles,Past Masters (Vols. 1 & 2 / Remastered),The Beatles,3/7/88,1,12,176853,FALSE,39,GBAYE0801390,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",0.494,0.799,0,-7.327,1,0.0628,0.707,0.00000464,0.314,0.839,168.618,4,,EMI Catalogue,"C © 2015 Apple Corps Ltd, P This Compilation ℗ 2015 Calderstone Productions Limited (a division of Universal Music Group)"
Turtle Power,Partners In Kryme,Lost Hits Of The 90's,Various Artists,1/1/11,1,10,260560,FALSE,38,USSB29000010,,0.622,0.627,9,-14.456,1,0.0441,0.119,0,0.185,0.55,105.937,4,,Capitol Records,"C © 2011 Capitol Records, LLC, P This Compilation ℗ 2011 Capitol Records, LLC"
Hit 'Em Up Style (Oops!),Blu Cantrell,So Blu,Blu Cantrell,1/18/01,1,2,250706,FALSE,72,USAR10100372,"hip pop,urban contemporary",0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,4,,Arista,"P (P) 2001 Arista Records, Inc."
The Rain The Park And Other Things,The Cowsills,The Cowsills,The Cowsills,10/1/67,1,1,184240,FALSE,56,USUM71606000,"bubblegum pop,classic garage rock,merseybeat,underground power pop",0.376,0.662,11,-8.771,1,0.0404,0.809,0.00131,0.683,0.691,131.582,4,,Mercury Records,"C © 1967 Mercury Records, a Division of UMG Recordings, Inc., P ℗ 1967 Mercury Records, a Division of UMG Recordings, Inc."
Wind Of Change,Scorpions,Crazy World,Scorpions,1/1/90,1,4,313226,FALSE,0,USPG19090037,"album rock,german hard rock,german metal,german rock,hard rock,rock",0.453,0.543,0,-10.106,1,0.0366,0.297,0,0.0928,0.282,151.362,4,,Universal Music Group,"C © 1990 The Island Def Jam Music Group, P ℗ 1990 The Island Def Jam Music Group"
One More Night,Maroon 5,Overexposed Track By Track,Maroon 5,1/1/12,1,2,219546,FALSE,80,USUM71203514,pop,0.716,0.821,5,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,4,,Interscope Records*,"C © 2012 A&M/Octone Records, P ℗ 2012 Interscope Records"
Sealed with a Kiss,Jason Donovan,Greatest Hits,Jason Donovan,1991,1,4,152826,FALSE,14,AUMU08900170,"australian dance,australian pop,new wave pop",0.557,0.364,4,-13.874,0,0.0253,0.64,0,0.151,0.589,96.007,4,,WM Australia,"C © 1991 Mushroom Records, P ℗ 1991 Mushroom Records"
B with Me,Mis-Teeq,Mis-Teeq,Mis-Teeq,7/13/04,1,10,268146,FALSE,23,GBAWV0102635,"girl group,uk garage",0.778,0.728,8,-4.098,1,0.0448,0.0263,0.0000528,0.0952,0.917,102.046,4,,Reprise,"C © 2004 Twenty-First Artists Limited, under exclusive license to Reprise Records for the U.S., P ℗ 2004 Twenty-First Artists Limited, under exclusive license to Reprise Records for the U.S."
Somebody To Love - Remastered 2011,Queen,A Day At The Races (Deluxe Remastered Version),Queen,12/10/76,1,6,296493,FALSE,72,GBUM71029613,"classic rock,glam rock,rock",0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,3,,Hollywood Records,"C © 2011 Hollywood Records, Inc., P ℗ 2011 Hollywood Records, Inc."
Quicksand - Standard Version,La Roux,La Roux,La Roux,2009,1,3,185693,FALSE,0,GBUM70816237,"alternative dance,electropop,neo-synthpop",0.732,0.897,10,-3.454,0,0.04,0.00339,0.0000244,0.191,0.946,137.03,4,,Polydor,"C © 2008 Polydor Ltd. (UK), P ℗ 2008 Polydor Ltd. (UK)"
Live Your Life,"T.I., Rihanna",Paper Trail,T.I.,9/7/08,1,5,338853,FALSE,52,USAT20803619,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,barbadian pop,pop,urban contemporary",0.434,0.861,11,-3.646,0,0.224,0.0582,0,0.2,0.453,108.34,5,,"Grand Hustle, LLC","C 2008 Grand Hustle, LLC | Cinq Recordings, P 2008 Grand Hustle, LLC | Cinq Recordings"
He Walks Like A Man,Jody Miller,Queen Of The House,Jody Miller,1/1/65,1,2,157847,FALSE,20,USCA29701074,"classic oklahoma country,nashville sound",0.484,0.375,3,-10.026,1,0.0334,0.688,0,0.0556,0.674,120.523,4,,EMI Music Nashville (ERN),"C © 1965 Capitol Records, LLC, P ℗ 1965 Capitol Records, LLC"
But It's Better If You Do,Panic! At The Disco,A Fever You Can't Sweat Out,Panic! At The Disco,9/27/05,1,9,205752,FALSE,56,US56V0507709,pop,0.467,0.848,9,-3.063,0,0.0716,0.0617,0,0.29,0.674,170.036,4,,Fueled By Ramen/ADA,"C © 2006 Fueled By Ramen LLC. Manufactured & Marketed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2006 Fueled By Ramen LLC. Manufactured & Marketed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
Tired Of Talking,Rojdar,Tired Of Talking,Rojdar,8/16/19,1,1,178477,FALSE,3,AULI01926110,,0.769,0.78,9,-4.296,1,0.101,0.0859,0.000007,0.044,0.84,105.021,4,,Liberator Music,"C 2019 Rojdar under exclusive licence to Liberator Music, P 2019 Rojdar under exclusive licence to Liberator Music"
good 4 u,Olivia Rodrigo,good 4 u,Olivia Rodrigo,5/14/21,1,1,178147,FALSE,5,USUG12101253,pop,0.629,0.649,9,-5.021,1,0.119,0.294,0,0.101,0.685,83.387,4,,Olivia Rodrigo PS,"C © 2021 Olivia Rodrigo, under exclusive license to Geffen Records, P ℗ 2021 Olivia Rodrigo, under exclusive license to Geffen Records"
New Beginning,Shannon Noll,That's What I'm Talking About,Shannon Noll,1/1/01,1,2,240666,FALSE,23,AUBM00447805,"australian pop,australian rock",0.532,0.696,9,-4.998,1,0.0256,0.00931,0.000403,0.106,0.816,83.975,4,,BMG Music,P (P) 2004 BMG Australia Limited
We Don't Need Another Hero (Thunderdome),Tina Turner,Private Dancer (30th Anniversary Issue),Tina Turner,5/29/84,1,23,255186,FALSE,72,USCA29100186,soft rock,0.69,0.674,8,-5.866,0,0.047,0.2,0.00648,0.115,0.714,98.85,4,,Parlophone UK,"C © 2015 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2015 Parlophone Records Ltd, a Warner Music Group Company"
Rock Your Body,Justin Timberlake,Justified,Justin Timberlake,11/4/02,1,6,267266,FALSE,80,USJI10200367,"dance pop,pop",0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,4,,Jive,P (P) 2002 Zomba Recording LLC
Stay With Me,Sam Smith,In The Lonely Hour,Sam Smith,1/1/14,1,3,172723,FALSE,2,GBUM71308833,"pop,uk pop",0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,4,,Capitol Records,"C © 2014 Capitol Records, a division of Universal Music Operations Limited, P ℗ 2014 Capitol Records, a division of Universal Music Operations Limited"
One,U2,Achtung Baby (Deluxe Edition),U2,11/18/91,1,3,276186,FALSE,80,GBUM71106457,"irish rock,permanent wave,rock",0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,4,,Universal-Island Records Ltd.,"C © 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK, Interscope Records in the US and Universal Music Group for the rest of the world, P ℗ 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK, Interscope Records in the US and Universal Music Group for the rest of the world"
Rehab,Amy Winehouse,Back To Black,Amy Winehouse,10/27/06,1,1,213760,FALSE,67,GBUM70603730,"british soul,neo soul",0.434,0.872,0,-2.974,1,0.0702,0.0473,0.00000183,0.396,0.732,71.515,4,,Universal-Island Records Ltd.,"C © 2006 Universal Island Records Ltd. A Universal Music Company., P ℗ 2006 Universal Island Records Ltd. A Universal Music Company."
How to Save a Life,The Fray,How To Save A Life,The Fray,9/13/05,1,3,262533,FALSE,83,USSM10601178,"neo mellow,piano rock,pop,pop rock",0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,4,,Epic,P (P) 2005 Sony Music Entertainment
Impossible,Daniel Merriweather,Love & War (Nokia Exclusive),Daniel Merriweather,1/1/09,1,2,259826,FALSE,13,USJAY0800285,australian pop,0.741,0.935,9,-3.709,0,0.0401,0.011,0.00106,0.162,0.928,120.021,4,,Universal Music Australia Pty. Ltd.,"C © 2009 Marlin Records, P ℗ 2009 Marlin Records"
Release Me,"Eddie Miller, Robert Yount, Dub Williams, Engelbert Humperdinck",Release Me,Engelbert Humperdinck,5/20/67,1,1,204413,FALSE,54,GBF076700560,"new orleans jazz,adult standards",0.205,0.299,5,-11.076,1,0.0293,0.839,0.0000106,0.105,0.275,87.107,4,,Decca (UMO),"C © 1967 Decca, a division of Universal Music Operations Limited, P ℗ 2017 Decca, a division of Universal Music Operations Limited"
Best of You,Foo Fighters,Greatest Hits,Foo Fighters,11/3/09,1,2,254973,FALSE,61,USRW30500001,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",0.377,0.942,1,-4.543,0,0.07,0.00092,0.0000888,0.126,0.348,129.955,4,,RCA Records Label,"P (P) 2009 Roswell Records, Inc."
Baby I Love You,Andy Kim,Baby I Love You,Andy Kim,6/1/69,1,1,176440,FALSE,43,USUM70600890,"bubblegum pop,classic uk pop",0.556,0.722,9,-6.962,1,0.0331,0.485,0.000324,0.142,0.717,109.155,4,,CAPITOL CATALOG MKT (C92),"C © 1969 Capitol Records, LLC, P ℗ 1969 Capitol Records, LLC"
Super Freak,Rick James,Street Songs (Deluxe Edition),Rick James,4/7/81,1,5,205466,FALSE,75,USMO18100048,"disco,funk,motown,quiet storm,soul,synth funk",0.838,0.794,9,-8.245,0,0.0531,0.22,0,0.0575,0.962,132.446,4,,Motown,"C © 1981 Motown Records, a Division of UMG Recordings, Inc., P ℗ 1981 Motown Records, a Division of UMG Recordings, Inc."
F**kin' Perfect,P!nk,F**kin' Perfect,P!nk,12/24/10,1,1,213413,TRUE,0,USLF21000091,"dance pop,pop",0.563,0.671,7,-4.788,1,0.0372,0.0422,0,0.36,0.45,91.965,4,,LaFace Records,"P (P) 2010 LaFace Records, a unit of Sony Music Entertainment"
Enjoy the Silence - 2006 - Remaster,Depeche Mode,The Best Of Depeche Mode - Volume One,Depeche Mode,2006,1,4,254853,FALSE,0,GBAJH0602198,"dance rock,new romantic,new wave,permanent wave,rock,synthpop",0.65,0.777,0,-8.1,0,0.0272,0.0837,0.0000632,0.103,0.75,112.93,4,,Mute,"C (C) 2006 Venusnote Limited under exclusive licence to Mute Records LimitedThis label copy information is the subject of copyright protection. All rights reserved.(C) Mute Records Limited, P (P) 2006 The copyright in this compilation is owned by Venusnote Limited under exclusive licence to Mute Records Limited"
Love Plus One,Haircut 100,Pelican West Plus,Haircut 100,1982,1,2,212573,FALSE,55,GBARK8200002,"brit funk,new romantic,new wave,new wave pop,sophisti-pop",0.786,0.517,0,-14.507,1,0.0445,0.034,0.546,0.0998,0.958,136.923,4,,RCA Camden,P (P) This compilation 1992 BMG Entertainment International UK & Ireland Ltd.
Nobody I Know - Mono; 2002 Remaster,Peter And Gordon,Peter And Gordon Plus,Peter And Gordon,1/1/64,1,16,150933,FALSE,28,GBAYE0201626,"beatlesque,british blues,british invasion",0.595,0.848,0,-6.571,1,0.0311,0.717,0,0.247,0.801,131.558,4,,Parlophone UK,"C © 2009 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2009 Parlophone Records Ltd, a Warner Music Group Company"
"More, More, More",Andrea True Connection,"More, More, More",Andrea True Connection,1/1/07,1,1,183007,FALSE,52,USA560619706,disco,0.663,0.792,0,-5.476,1,0.0311,0.517,0.000139,0.111,0.847,103.009,4,,Cleopatra,"C (C) 2007 Cleopatra Records, P (P) 2007 Cleopatra Records"
The Ghost Inside,Broken Bells,Broken Bells,Broken Bells,3/1/10,1,4,198040,FALSE,64,USSM10906527,"chamber pop,indie rock,indietronica,la indie,modern rock",0.869,0.7,2,-4.966,1,0.0419,0.0571,0.414,0.0691,0.983,103.983,4,,Columbia,"P (P) 2009, 2010 Sony Music Entertainment"
Unforgettable - Mariah Carey Acoustic Remix,"French Montana, Mariah Carey, Swae Lee",Unforgettable (Mariah Carey Acoustic Remix),"French Montana, Mariah Carey",8/25/17,1,1,244135,TRUE,35,USSM11705529,"hip hop,pop rap,rap,southern hip hop,trap,dance pop,pop,urban contemporary,melodic rap,rap,trap",0.637,0.533,11,-8.736,1,0.0324,0.689,0.00000111,0.107,0.661,102.989,4,,Bad Boy Entertainment/Epic Records,"P (P) 2017 Bad Boy Entertainment / Epic Records, a division of Sony Music Entertainment"
Spin the Black Circle - Remastered,Pearl Jam,Vitalogy,Pearl Jam,11/22/94,1,2,167613,FALSE,49,USSM11100228,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock",0.236,0.99,2,-4.719,0,0.095,0.00063,0.0586,0.407,0.141,217.913,4,,Epic/Legacy,"P (P) 1994, 2011 Sony Music Entertainment"
Collide - Radio Edit,"Leona Lewis, Avicii",Collide (Radio Edit),"Leona Lewis, Avicii",8/19/11,1,1,239426,FALSE,50,GBHMU1100020,"british soul,dance pop,pop,talent show,edm,pop,pop dance",0.595,0.745,6,-2.053,1,0.0259,0.0717,0.00000171,0.448,0.459,124.993,4,,Syco Music UK,P (P) 2011 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited
